Machine = 10,Job = 5,Task = 60,Ant = 25,
Sedai , Best , Bad , Average 
0 , 129.0 , 187.0 , 156.56 , 
1 , 134.0 , 179.0 , 156.12 , 
2 , 135.0 , 186.0 , 161.84 , 
3 , 134.0 , 177.0 , 154.64 , 
4 , 134.0 , 211.0 , 159.0 , 
5 , 135.0 , 186.0 , 154.76 , 
6 , 133.0 , 179.0 , 156.36 , 
7 , 139.0 , 174.0 , 154.24 , 
8 , 134.0 , 175.0 , 154.84 , 
9 , 137.0 , 193.0 , 159.24 , 
10 , 135.0 , 183.0 , 151.56 , 
11 , 120.0 , 178.0 , 154.08 , 
12 , 135.0 , 181.0 , 156.08 , 
13 , 123.0 , 182.0 , 150.56 , 
14 , 140.0 , 175.0 , 159.08 , 
15 , 132.0 , 176.0 , 152.6 , 
16 , 136.0 , 196.0 , 155.76 , 
17 , 135.0 , 177.0 , 155.28 , 
18 , 133.0 , 181.0 , 152.72 , 
19 , 141.0 , 182.0 , 158.0 , 
20 , 134.0 , 173.0 , 154.68 , 
21 , 131.0 , 179.0 , 157.48 , 
22 , 134.0 , 186.0 , 153.6 , 
23 , 133.0 , 178.0 , 158.08 , 
24 , 128.0 , 172.0 , 151.68 , 
25 , 130.0 , 179.0 , 152.16 , 
26 , 135.0 , 175.0 , 154.12 , 
27 , 128.0 , 183.0 , 152.4 , 
28 , 132.0 , 179.0 , 153.8 , 
29 , 125.0 , 178.0 , 147.2 , 
30 , 127.0 , 182.0 , 158.32 , 
31 , 127.0 , 185.0 , 156.08 , 
32 , 138.0 , 181.0 , 155.4 , 
33 , 127.0 , 175.0 , 153.12 , 
34 , 130.0 , 169.0 , 152.6 , 
35 , 133.0 , 187.0 , 153.24 , 
36 , 133.0 , 184.0 , 155.0 , 
37 , 137.0 , 185.0 , 154.76 , 
38 , 131.0 , 168.0 , 148.64 , 
39 , 133.0 , 184.0 , 155.8 , 
40 , 133.0 , 176.0 , 152.2 , 
41 , 132.0 , 182.0 , 153.48 , 
42 , 131.0 , 171.0 , 152.96 , 
43 , 127.0 , 179.0 , 150.2 , 
44 , 129.0 , 190.0 , 155.6 , 
45 , 134.0 , 180.0 , 156.88 , 
46 , 129.0 , 181.0 , 156.6 , 
47 , 135.0 , 179.0 , 155.08 , 
48 , 130.0 , 170.0 , 153.96 , 
49 , 128.0 , 182.0 , 155.96 , 
50 , 124.0 , 181.0 , 151.8 , 
51 , 126.0 , 178.0 , 152.84 , 
52 , 119.0 , 175.0 , 149.36 , 
53 , 137.0 , 177.0 , 153.32 , 
54 , 126.0 , 172.0 , 150.0 , 
55 , 132.0 , 195.0 , 150.72 , 
56 , 132.0 , 171.0 , 152.04 , 
57 , 118.0 , 181.0 , 149.88 , 
58 , 135.0 , 179.0 , 156.24 , 
59 , 131.0 , 175.0 , 152.28 , 
60 , 128.0 , 180.0 , 153.64 , 
61 , 124.0 , 171.0 , 153.92 , 
62 , 124.0 , 167.0 , 149.28 , 
63 , 130.0 , 195.0 , 145.48 , 
64 , 137.0 , 173.0 , 151.8 , 
65 , 130.0 , 174.0 , 153.44 , 
66 , 131.0 , 188.0 , 148.52 , 
67 , 129.0 , 178.0 , 151.12 , 
68 , 125.0 , 177.0 , 153.88 , 
69 , 132.0 , 182.0 , 156.6 , 
70 , 126.0 , 170.0 , 148.36 , 
71 , 122.0 , 199.0 , 154.0 , 
72 , 128.0 , 180.0 , 153.16 , 
73 , 135.0 , 192.0 , 151.72 , 
74 , 134.0 , 170.0 , 149.12 , 
75 , 129.0 , 168.0 , 150.84 , 
76 , 134.0 , 171.0 , 151.84 , 
77 , 130.0 , 184.0 , 153.92 , 
78 , 127.0 , 188.0 , 151.08 , 
79 , 135.0 , 171.0 , 154.8 , 
80 , 121.0 , 182.0 , 153.68 , 
81 , 133.0 , 170.0 , 153.68 , 
82 , 132.0 , 186.0 , 151.76 , 
83 , 134.0 , 167.0 , 152.84 , 
84 , 130.0 , 183.0 , 149.72 , 
85 , 125.0 , 180.0 , 150.72 , 
86 , 130.0 , 176.0 , 153.12 , 
87 , 134.0 , 178.0 , 155.16 , 
88 , 120.0 , 179.0 , 151.0 , 
89 , 139.0 , 181.0 , 153.08 , 
90 , 124.0 , 183.0 , 156.96 , 
91 , 128.0 , 175.0 , 150.24 , 
92 , 142.0 , 185.0 , 156.08 , 
93 , 121.0 , 178.0 , 148.36 , 
94 , 123.0 , 185.0 , 150.36 , 
95 , 124.0 , 172.0 , 150.12 , 
96 , 121.0 , 185.0 , 150.64 , 
97 , 133.0 , 175.0 , 152.96 , 
98 , 129.0 , 184.0 , 149.68 , 
99 , 136.0 , 174.0 , 155.0 , 
100 , 133.0 , 172.0 , 155.12 , 
101 , 136.0 , 175.0 , 151.12 , 
102 , 126.0 , 170.0 , 149.08 , 
103 , 133.0 , 172.0 , 152.64 , 
104 , 129.0 , 181.0 , 151.72 , 
105 , 123.0 , 177.0 , 152.16 , 
106 , 121.0 , 172.0 , 147.72 , 
107 , 135.0 , 165.0 , 150.88 , 
108 , 122.0 , 186.0 , 147.8 , 
109 , 128.0 , 180.0 , 154.4 , 
110 , 123.0 , 184.0 , 150.64 , 
111 , 136.0 , 175.0 , 153.52 , 
112 , 134.0 , 185.0 , 151.84 , 
113 , 127.0 , 178.0 , 151.88 , 
114 , 125.0 , 176.0 , 157.36 , 
115 , 126.0 , 172.0 , 153.08 , 
116 , 131.0 , 180.0 , 153.24 , 
117 , 126.0 , 175.0 , 148.28 , 
118 , 111.0 , 181.0 , 152.36 , 
119 , 137.0 , 169.0 , 153.32 , 
120 , 125.0 , 161.0 , 147.04 , 
121 , 127.0 , 180.0 , 149.88 , 
122 , 131.0 , 184.0 , 154.88 , 
123 , 125.0 , 182.0 , 152.16 , 
124 , 135.0 , 170.0 , 152.96 , 
125 , 121.0 , 169.0 , 148.52 , 
126 , 132.0 , 192.0 , 156.36 , 
127 , 137.0 , 174.0 , 151.84 , 
128 , 125.0 , 172.0 , 148.6 , 
129 , 122.0 , 182.0 , 152.4 , 
130 , 127.0 , 174.0 , 151.8 , 
131 , 136.0 , 164.0 , 149.12 , 
132 , 125.0 , 183.0 , 148.52 , 
133 , 129.0 , 184.0 , 147.76 , 
134 , 118.0 , 179.0 , 150.08 , 
135 , 132.0 , 162.0 , 145.2 , 
136 , 128.0 , 179.0 , 150.0 , 
137 , 122.0 , 198.0 , 151.08 , 
138 , 133.0 , 177.0 , 149.52 , 
139 , 133.0 , 181.0 , 152.16 , 
140 , 125.0 , 173.0 , 147.84 , 
141 , 125.0 , 172.0 , 151.32 , 
142 , 136.0 , 187.0 , 152.04 , 
143 , 135.0 , 177.0 , 152.32 , 
144 , 132.0 , 186.0 , 152.8 , 
145 , 130.0 , 163.0 , 147.44 , 
146 , 127.0 , 177.0 , 152.32 , 
147 , 127.0 , 172.0 , 144.36 , 
148 , 135.0 , 188.0 , 153.64 , 
149 , 128.0 , 164.0 , 148.92 , 
150 , 129.0 , 175.0 , 147.6 , 
151 , 129.0 , 187.0 , 150.4 , 
152 , 128.0 , 192.0 , 151.52 , 
153 , 124.0 , 177.0 , 149.84 , 
154 , 125.0 , 173.0 , 152.84 , 
155 , 133.0 , 175.0 , 152.8 , 
156 , 122.0 , 182.0 , 152.72 , 
157 , 122.0 , 180.0 , 152.56 , 
158 , 135.0 , 177.0 , 151.32 , 
159 , 128.0 , 181.0 , 152.96 , 
160 , 130.0 , 170.0 , 145.92 , 
161 , 131.0 , 167.0 , 150.72 , 
162 , 125.0 , 172.0 , 147.32 , 
163 , 124.0 , 170.0 , 144.84 , 
164 , 136.0 , 179.0 , 147.88 , 
165 , 120.0 , 172.0 , 146.32 , 
166 , 131.0 , 173.0 , 149.52 , 
167 , 120.0 , 165.0 , 149.32 , 
168 , 130.0 , 169.0 , 150.88 , 
169 , 124.0 , 170.0 , 147.28 , 
170 , 115.0 , 162.0 , 148.16 , 
171 , 123.0 , 171.0 , 148.88 , 
172 , 121.0 , 179.0 , 145.0 , 
173 , 134.0 , 173.0 , 151.04 , 
174 , 120.0 , 172.0 , 148.36 , 
175 , 118.0 , 178.0 , 150.8 , 
176 , 134.0 , 175.0 , 151.52 , 
177 , 131.0 , 170.0 , 151.88 , 
178 , 134.0 , 179.0 , 153.56 , 
179 , 121.0 , 178.0 , 149.92 , 
180 , 129.0 , 165.0 , 149.48 , 
181 , 135.0 , 180.0 , 155.4 , 
182 , 126.0 , 176.0 , 151.6 , 
183 , 125.0 , 186.0 , 150.08 , 
184 , 129.0 , 180.0 , 149.56 , 
185 , 129.0 , 176.0 , 147.88 , 
186 , 131.0 , 179.0 , 147.92 , 
187 , 124.0 , 177.0 , 147.76 , 
188 , 124.0 , 173.0 , 149.32 , 
189 , 115.0 , 175.0 , 149.6 , 
190 , 125.0 , 170.0 , 152.12 , 
191 , 129.0 , 196.0 , 150.68 , 
192 , 135.0 , 172.0 , 149.12 , 
193 , 124.0 , 178.0 , 148.0 , 
194 , 125.0 , 165.0 , 148.8 , 
195 , 127.0 , 177.0 , 149.84 , 
196 , 129.0 , 174.0 , 150.12 , 
197 , 129.0 , 176.0 , 151.52 , 
198 , 128.0 , 175.0 , 148.2 , 
199 , 125.0 , 187.0 , 148.64 , 
200 , 121.0 , 171.0 , 148.12 , 
201 , 129.0 , 165.0 , 145.8 , 
202 , 128.0 , 170.0 , 147.8 , 
203 , 125.0 , 171.0 , 149.92 , 
204 , 123.0 , 173.0 , 149.6 , 
205 , 131.0 , 175.0 , 149.64 , 
206 , 123.0 , 176.0 , 148.32 , 
207 , 132.0 , 179.0 , 150.6 , 
208 , 119.0 , 176.0 , 147.08 , 
209 , 119.0 , 169.0 , 147.08 , 
210 , 137.0 , 162.0 , 149.12 , 
211 , 136.0 , 168.0 , 150.56 , 
212 , 130.0 , 179.0 , 150.4 , 
213 , 123.0 , 178.0 , 153.72 , 
